primary_key,event_time,less_than_1h_ocean,inland,island,near_bay,near_ocean,median_house_value,median_house_age,total_households,bedrooms_per_household,encoded_locality
Harborview,2024-01-27 08:14:27.928568064,0,0,0,0,1,262500.0,40-49,229,1.1179039301310043,671.0
Harder-Tennyson,2024-01-27 08:14:27.928568064,0,0,0,1,0,174990.0,30-39,525,1.0077452755215395,9.0
Hastings Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,368275.125,30-39,418,1.123639983965483,261.0
Havens,2024-01-27 08:14:27.928568064,1,0,0,0,0,279100.0,10-19,365,0.8794520547945206,785.0
Hawarden Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,179850.0,10-19,764,1.0211112591531624,551.0
Hayes,2024-01-27 08:14:27.928568064,1,0,0,0,0,243266.66666666666,10-19,547,1.0288343646258309,785.0
Hayward Acres,2024-01-27 08:14:27.928568064,0,0,0,1,0,173366.66666666666,30-39,432,1.1025524114339904,9.0
Hayward Highland,2024-01-27 08:14:27.928568064,0,0,0,1,0,321566.6666666667,10-19,675,0.9833192170148691,9.0
Heather Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,198700.0,0-9,663,0.971342383107089,531.0
Henninger Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,163300.0,30-39,509,1.0045407056551088,492.0
Heritage District,2024-01-27 08:14:27.928568064,1,0,0,0,0,323640.2,20-29,642,1.0698510274879702,790.0
Hermosa Village,2024-01-27 08:14:27.928568064,1,0,0,0,0,210233.33333333334,20-29,482,1.0014058739217542,488.0
Heron Bay,2024-01-27 08:14:27.928568064,0,0,0,1,0,135550.0,10-19,376,1.0017994785762865,4.0
Hidden Valley,2024-01-27 08:14:27.928568064,0,0,0,0,1,283200.0,20-29,787,1.0635324015247776,772.0
Highland,2024-01-27 08:14:27.928568064,0,0,0,1,0,83300.0,40-49,183,1.0909696423831838,1.0
Highland Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,194375.0,30-39,438,1.0913738298244278,254.0
Highland Town Center,2024-01-27 08:14:27.928568064,0,1,0,0,0,90900.0,30-39,339,1.0442477876106195,633.0
Hillcrest,2024-01-27 08:14:27.928568064,0,0,0,0,1,188323.07692307694,30-39,617,1.0266192672096943,587.0769230769231
Hiller Highlands,2024-01-27 08:14:27.928568064,0,0,0,1,0,373600.0,50-59,403,1.0198511166253101,1.0
Hillsborough Heights,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,50-59,201,0.9502487562189055,754.0
Hillsdale,2024-01-27 08:14:27.928568064,1,0,0,0,0,148533.33333333334,10-19,899,1.0105177299796708,721.6666666666666
Hillside,2024-01-27 08:14:27.928568064,0,0,0,0,1,224933.33333333334,30-39,530,1.0197819254153586,714.0
Hilltop Bayview,2024-01-27 08:14:27.928568064,0,0,0,1,0,112500.0,0-9,887,1.2164599774520857,87.0
Hitchcock,2024-01-27 08:14:27.928568064,0,0,0,0,1,340400.0,20-29,562,1.0,772.0
Hollywood,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,10-19,1210,1.2314049586776858,963.0
Holmby Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,40-49,93,0.967741935483871,254.0
Homaker Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,44600.0,10-19,1919,1.1412193850964043,196.0
Homeplace,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,30-39,359,1.0235448159807898,754.0
Hoover - Foster,2024-01-27 08:14:27.928568064,0,0,0,1,0,119566.66666666667,40-49,428,1.1296507346793976,1.0
Hope,2024-01-27 08:14:27.928568064,0,0,0,0,1,329400.0,10-19,610,0.5477346278317152,772.0
Hudson,2024-01-27 08:14:27.928568064,0,1,0,0,0,115925.0,0-9,748,1.0435432334147738,629.0
Idyllwild,2024-01-27 08:14:27.928568064,0,1,0,0,0,150500.0,20-29,852,2.5363849765258215,577.0
Ingleside,2024-01-27 08:14:27.928568064,0,0,0,0,1,243838.46153846153,40-49,328,0.9636540297486376,713.0
Ingleside Heights,2024-01-27 08:14:27.928568064,0,0,0,0,1,233900.0,40-49,388,1.0281763541638,713.0
Ingleside Terraces,2024-01-27 08:14:27.928568064,0,0,0,0,1,494867.3333333333,50-59,261,1.0396092115934605,713.0
Ingold - Milldale,2024-01-27 08:14:27.928568064,0,0,0,0,1,307550.0,20-29,284,1.021201413427562,752.0
Inner Richmond,2024-01-27 08:14:27.928568064,0,0,0,1,0,403333.4166666667,50-59,517,1.0349043783587197,713.0
Inner Sunset,2024-01-27 08:14:27.928568064,0,0,0,1,0,369494.7894736842,40-49,511,1.0528303682480626,713.0
Interland/Univ. Research Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,137500.0,10-19,317,1.0,974.0
Iron Triangle,2024-01-27 08:14:27.928568064,0,0,0,1,0,79642.85714285714,30-39,253,1.0913778314465044,87.0
Irvine Industrial Complex-East,2024-01-27 08:14:27.928568064,1,0,0,0,0,187450.0,10-19,338,1.022102476838722,507.0
Irvine Research Center,2024-01-27 08:14:27.928568064,1,0,0,0,0,161800.0,10-19,586,1.0102389078498293,507.0
Irvington,2024-01-27 08:14:27.928568064,1,0,0,0,0,225350.0,20-29,592,1.018036441024278,12.0
Islenair,2024-01-27 08:14:27.928568064,0,0,0,0,1,101650.0,30-39,610,1.020363610639502,671.0
Ivey Ranch / Rancho Del Oro,2024-01-27 08:14:27.928568064,1,0,0,0,0,145500.0,0-9,1240,1.0871841464799104,692.0
Ivy Hill,2024-01-27 08:14:27.928568064,0,0,0,1,0,189585.7142857143,40-49,657,1.0807561172795526,1.0
Jack's Peak,2024-01-27 08:14:27.928568064,0,0,0,0,1,289300.0,30-39,393,0.0,466.0
Jackson Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,296750.0,20-29,354,1.0676815305569476,789.0
Jackson Triangle,2024-01-27 08:14:27.928568064,0,0,0,1,0,175400.0,30-39,497,1.0592057427421107,9.0
Jacoby Creek,2024-01-27 08:14:27.928568064,0,0,0,0,1,120550.0,30-39,535,0.5336658354114713,152.0
Jamacha-Lomita,2024-01-27 08:14:27.928568064,0,0,0,0,1,117985.71428571429,30-39,569,0.9959027816611877,671.0
Jefferson,2024-01-27 08:14:27.928568064,0,0,0,1,0,91692.30769230769,40-49,376,1.0422835364851633,53.15384615384615
Jensen,2024-01-27 08:14:27.928568064,0,1,0,0,0,163100.0,30-39,298,1.041164734702124,596.0
Jesmond Dene,2024-01-27 08:14:27.928568064,1,0,0,0,0,203100.0,10-19,428,1.050072979979522,699.0
Joaquin Miller Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,410000.0,30-39,159,0.8578658183921342,1.0
Joaquin Ranch,2024-01-27 08:14:27.928568064,0,0,0,1,0,356200.0,20-29,778,1.1028277634961439,71.0
Jordan Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,109400.0,10-19,666,1.024024024024024,595.0
Joseph,2024-01-27 08:14:27.928568064,1,0,0,0,0,224400.0,30-39,328,1.118328393598103,785.0
Junior College Neighborhood Association,2024-01-27 08:14:27.928568064,1,0,0,0,0,196990.0,30-39,450,1.0455530166114133,867.0
Kamala Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,152450.0,20-29,646,0.7342831800328199,963.0
Kearny Mesa,2024-01-27 08:14:27.928568064,0,0,0,0,1,180725.0,30-39,356,1.0215108125323118,671.0
Kendall Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,124900.0,0-9,499,0.9639278557114228,629.0
Kensington,2024-01-27 08:14:27.928568064,0,0,0,0,1,254060.0,50-59,355,1.011593213996958,671.0
Kern City,2024-01-27 08:14:27.928568064,0,1,0,0,0,110150.0,20-29,802,1.0348540845636993,196.0
Kiernan,2024-01-27 08:14:27.928568064,0,1,0,0,0,153000.0,20-29,730,1.1835616438356165,596.0
Kimber - Gomes,2024-01-27 08:14:27.928568064,1,0,0,0,0,341733.3333333333,20-29,940,1.0544470149733307,12.0
Kings,2024-01-27 08:14:27.928568064,0,1,0,0,0,93900.0,30-39,188,0.973404255319149,597.0
Kit Carson,2024-01-27 08:14:27.928568064,1,0,0,0,0,262500.0,10-19,1261,1.0118953211736716,699.0
Kooser,2024-01-27 08:14:27.928568064,1,0,0,0,0,243633.33333333334,20-29,627,1.0240831757218096,785.0
Koreatown,2024-01-27 08:14:27.928568064,1,0,0,0,0,238283.33333333334,30-39,976,1.103336120809583,254.0
Kutras,2024-01-27 08:14:27.928568064,0,1,0,0,0,76900.0,20-29,475,1.0421052631578946,815.0
La Colina,2024-01-27 08:14:27.928568064,1,0,0,0,0,260233.33333333334,20-29,391,1.018410604042207,785.0
La Cresta/Alta Vista,2024-01-27 08:14:27.928568064,0,1,0,0,0,87500.0,40-49,348,1.0396404951105336,196.0
La Jolla,2024-01-27 08:14:27.928568064,0,0,0,0,1,434281.75,20-29,463,1.098550606214965,671.0
La Plaza,2024-01-27 08:14:27.928568064,0,1,0,0,0,65975.0,40-49,264,1.0735987004141818,629.0
La Sierra,2024-01-27 08:14:27.928568064,0,1,0,0,0,136442.85714285713,20-29,835,1.0797262868436612,551.0
La Sierra Acres,2024-01-27 08:14:27.928568064,0,1,0,0,0,124550.0,20-29,397,1.0264719908512376,551.0
La Sierra Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,152350.0,10-19,1126,1.0344494435113107,551.0
La Sierra South,2024-01-27 08:14:27.928568064,0,1,0,0,0,147350.0,10-19,1848,1.0637100082034454,551.0
Lacy,2024-01-27 08:14:27.928568064,1,0,0,0,0,149260.0,10-19,382,0.9531225226192941,492.0
Ladera,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,30-39,258,1.0268132716049383,761.0
Lafayette Hills,2024-01-27 08:14:27.928568064,0,0,0,1,0,382200.0,20-29,1374,1.0363901018922852,72.0
Laguna,2024-01-27 08:14:27.928568064,1,0,0,0,0,332400.0,40-49,366,1.0713731382690532,772.0
Lake,2024-01-27 08:14:27.928568064,0,0,0,0,1,151850.0,10-19,388,1.045278584118047,692.0
Lake Almanor,2024-01-27 08:14:27.928568064,0,1,0,0,0,145200.0,10-19,281,3.131672597864769,550.0
Lake Hodges,2024-01-27 08:14:27.928568064,1,0,0,0,0,347300.0,10-19,365,0.9205479452054794,699.0
Lake View Terrace,2024-01-27 08:14:27.928568064,1,0,0,0,0,162250.0,10-19,754,1.1070138929236055,254.0
Lake Wohlford,2024-01-27 08:14:27.928568064,1,0,0,0,0,212800.0,10-19,830,1.0674698795180724,699.0
Lakehead,2024-01-27 08:14:27.928568064,0,1,0,0,0,93300.0,10-19,232,1.5526157782070693,76.0
Lakes and Birds,2024-01-27 08:14:27.928568064,0,0,0,1,0,253400.0,10-19,1348,1.0207715133531157,12.0
Lakeshore,2024-01-27 08:14:27.928568064,0,0,0,0,1,352100.1111111111,40-49,374,1.0149134955732617,713.0
Lakeview,2024-01-27 08:14:27.928568064,0,1,0,0,0,121966.83333333333,30-39,334,1.1075993408078635,289.0
Lakewood,2024-01-27 08:14:27.928568064,1,0,0,0,0,230900.0,20-29,599,1.026323541639725,790.0
Lakewood Mutual,2024-01-27 08:14:27.928568064,1,0,0,0,0,215966.66666666666,30-39,428,1.0286257666760132,336.0
Lakewood Village,2024-01-27 08:14:27.928568064,1,0,0,0,0,284600.0,40-49,455,1.0401683596183167,275.0
Lamanda Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,257460.0,40-49,258,1.1472730640120754,261.0
Lankershim,2024-01-27 08:14:27.928568064,0,1,0,0,0,76700.0,20-29,488,1.0891911454298728,631.6666666666666
Larch,2024-01-27 08:14:27.928568064,0,0,0,1,0,364500.0,20-29,313,1.012779552715655,78.0
Larchmont Countryroads,2024-01-27 08:14:27.928568064,0,1,0,0,0,118600.0,10-19,593,1.0590219224283306,595.0
Larchmont Foothills,2024-01-27 08:14:27.928568064,0,1,0,0,0,113500.0,10-19,430,1.0375616080046144,595.0
Larchmont Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,165700.0,20-29,374,1.0935828877005347,596.0
Larchmont Riviera,2024-01-27 08:14:27.928568064,0,1,0,0,0,103375.0,20-29,536,1.066244731298167,595.0
Larchmont Village,2024-01-27 08:14:27.928568064,0,1,0,0,0,85020.0,30-39,431,1.0395607937395162,600.0
Laurel,2024-01-27 08:14:27.928568064,0,0,0,1,0,136283.33333333334,40-49,358,1.0535514708881877,1.0
Laurel Glen,2024-01-27 08:14:27.928568064,0,1,0,0,0,124600.0,0-9,1576,1.05538928118776,196.0
Leisure World,2024-01-27 08:14:27.928568064,1,0,0,0,0,62909.09090909091,20-29,564,1.0696342305403255,520.0
Leland Manor,2024-01-27 08:14:27.928568064,0,0,0,1,0,448000.3333333333,40-49,447,1.0066222015056832,763.0
Leona Heights,2024-01-27 08:14:27.928568064,0,0,0,1,0,233933.33333333334,40-49,216,1.053767751712127,1.0
Leucadia,2024-01-27 08:14:27.928568064,0,0,0,0,1,315710.0,10-19,542,1.0830137186953874,688.0
Lincoln,2024-01-27 08:14:27.928568064,0,0,0,0,1,145600.0,30-39,671,1.1536033569281785,275.0
Lincoln Heights,2024-01-27 08:14:27.928568064,1,0,0,0,0,144308.33333333334,30-39,343,0.9691001607349293,254.0
Lincoln Highlands,2024-01-27 08:14:27.928568064,0,0,0,1,0,323500.0,40-49,426,1.0234741784037558,1.0
Lincoln Manor Association,2024-01-27 08:14:27.928568064,1,0,0,0,0,156100.0,20-29,520,1.0644963555714062,867.0
Lincoln Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,129400.0,10-19,458,1.0014066897104419,602.0
Lincoln Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,89200.0,10-19,397,1.0057750224272715,671.0
Lincoln Village,2024-01-27 08:14:27.928568064,0,1,0,0,0,114300.0,20-29,318,0.9679768123327812,595.0
Lincoln Village West,2024-01-27 08:14:27.928568064,0,1,0,0,0,167328.57142857142,10-19,438,1.0504402514176534,715.0
Linda Mar,2024-01-27 08:14:27.928568064,0,0,0,0,1,253675.0,30-39,494,1.0505256451399179,750.0
Linda Vista,2024-01-27 08:14:27.928568064,0,0,0,0,1,158213.33333333334,20-29,549,1.030722418425444,671.0
Lindale,2024-01-27 08:14:27.928568064,0,1,0,0,0,95450.0,20-29,1866,1.0741636636475531,595.0
Lindenville,2024-01-27 08:14:27.928568064,0,0,0,0,1,223900.0,30-39,532,1.0737218717634875,748.0
Lindenwood,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,30-39,327,1.003058103975535,760.0
Linfield Oaks,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,30-39,305,1.0453612479474548,761.0
Little Branham - Rosswood,2024-01-27 08:14:27.928568064,1,0,0,0,0,250850.0,30-39,502,1.006452719360302,785.0
Little Hollywood,2024-01-27 08:14:27.928568064,0,0,0,1,0,230850.0,40-49,397,0.9138705043353343,713.0
Live Oak Canyon,2024-01-27 08:14:27.928568064,0,1,0,0,0,242180.0,20-29,445,1.0127101696403824,573.0
Livorna Estates,2024-01-27 08:14:27.928568064,0,0,0,1,0,400050.0,10-19,422,0.9679766441931398,71.0
Lockwood Gardens,2024-01-27 08:14:27.928568064,0,0,0,1,0,85150.0,40-49,473,1.0158818440242245,1.0
Logan Heights,2024-01-27 08:14:27.928568064,0,0,0,0,1,82425.0,40-49,240,1.051823764345974,671.0
Loma Alta,2024-01-27 08:14:27.928568064,0,0,0,0,1,155972.72727272726,20-29,479,1.0604861409791821,692.0
Loma Vista,2024-01-27 08:14:27.928568064,0,1,0,0,0,161250.0,10-19,402,1.036952131670408,116.0
Longfellow,2024-01-27 08:14:27.928568064,0,0,0,1,0,104075.0,40-49,376,1.1016548901381622,1.0
Longwood - Winton Grove,2024-01-27 08:14:27.928568064,0,0,0,1,0,165600.0,30-39,515,1.045729356193063,9.0
Los Altos,2024-01-27 08:14:27.928568064,1,0,0,0,0,266755.05,30-39,385,1.0168833108704884,275.0
Los Cerritos,2024-01-27 08:14:27.928568064,0,0,0,0,1,355700.0,30-39,492,1.0256303269319094,275.0
Los Nietos,2024-01-27 08:14:27.928568064,1,0,0,0,0,214630.76923076922,30-39,381,1.0116583273054138,314.0
Los Osos,2024-01-27 08:14:27.928568064,0,0,0,0,1,221612.5,10-19,612,1.0478845404823531,735.0
Los Serranos,2024-01-27 08:14:27.928568064,0,1,0,0,0,137200.0,10-19,2199,1.035925420645748,621.0
Loughborough,2024-01-27 08:14:27.928568064,0,1,0,0,0,83200.0,10-19,367,1.0463215258855585,432.0
Lower Bal,2024-01-27 08:14:27.928568064,0,0,0,1,0,194660.0,20-29,816,1.030423576891764,4.0
Lower Nob Hill,2024-01-27 08:14:27.928568064,0,0,0,1,0,335833.6666666667,50-59,1131,1.1364769369815422,713.0
Lucerne - Higuera,2024-01-27 08:14:27.928568064,1,0,0,0,0,305600.0,40-49,515,1.104810899250414,269.0
Lundbar Hills,2024-01-27 08:14:27.928568064,0,0,0,0,1,82800.0,20-29,380,0.95,151.0
Lynn,2024-01-27 08:14:27.928568064,0,0,0,1,0,151050.0,50-59,332,1.0755317596295992,1.0
Lyon Hoag,2024-01-27 08:14:27.928568064,0,0,0,0,1,372200.0,50-59,698,1.0644699140401146,752.0
Lytle Creek,2024-01-27 08:14:27.928568064,0,1,0,0,0,68800.0,40-49,498,1.184840276689575,629.0
MIddletown,2024-01-27 08:14:27.928568064,0,0,0,0,1,279150.0,30-39,703,1.0677386060436482,671.0
MLK,2024-01-27 08:14:27.928568064,0,1,0,0,0,90100.0,20-29,222,1.1666666666666667,815.0
Mabury Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,209250.0,20-29,404,1.0413873074811721,492.0
Mace Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,164100.0,20-29,1466,1.034106412005457,974.0
Madison Greens,2024-01-27 08:14:27.928568064,0,1,0,0,0,128950.0,10-19,776,1.022640784162983,603.0
Madison Heights,2024-01-27 08:14:27.928568064,1,0,0,0,0,365400.0,30-39,762,1.0661010025801314,261.0
Madison Knolls,2024-01-27 08:14:27.928568064,0,1,0,0,0,94650.0,10-19,900,1.0191233098084767,600.0
Madison Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,169860.0,20-29,375,1.038950203439827,492.0
Madison Square Gardens,2024-01-27 08:14:27.928568064,0,1,0,0,0,115450.0,10-19,693,1.0690967319811286,595.0
Madrona,2024-01-27 08:14:27.928568064,1,0,0,0,0,286400.0,0-9,2523,1.0618311533888227,272.0
Magnolia Center,2024-01-27 08:14:27.928568064,0,1,0,0,0,118173.33333333333,30-39,338,1.027805913189605,551.0
Magnolia Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,243000.0,40-49,375,0.9972461665138738,255.0
Makati,2024-01-27 08:14:27.928568064,1,0,0,0,0,251325.0,10-19,584,1.0823956444830438,785.0
Malaga Cove,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,30-39,624,1.125,350.0
Manlove Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,85250.0,10-19,618,1.071637040948023,595.0
Manzanita,2024-01-27 08:14:27.928568064,0,1,0,0,0,75600.0,30-39,375,1.0266666666666666,815.0
Mar Vista,2024-01-27 08:14:27.928568064,1,0,0,0,0,390019.51612903224,30-39,425,1.0409263335077037,276.8709677419355
Marblehead,2024-01-27 08:14:27.928568064,0,0,0,0,1,363500.0,0-9,534,1.1310861423220975,502.0
Marina,2024-01-27 08:14:27.928568064,0,0,0,0,1,369089.1111111111,20-29,627,1.1747024624000655,363.0
Marina Bay,2024-01-27 08:14:27.928568064,0,0,0,1,0,186800.0,0-9,712,1.1207865168539326,87.0
Marina District,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,50-59,520,1.141362636889121,713.0
Marina Faire,2024-01-27 08:14:27.928568064,0,0,0,1,0,207600.0,20-29,364,1.0382966518733205,4.0
Marina West,2024-01-27 08:14:27.928568064,0,0,0,0,1,218500.0,10-19,1718,1.029685681024447,963.0
Mariposa,2024-01-27 08:14:27.928568064,1,0,0,0,0,226766.66666666666,20-29,895,1.0546451625561255,260.0
Mather,2024-01-27 08:14:27.928568064,0,1,0,0,0,108450.0,20-29,1166,1.0173880218076863,76.0
Maxwell Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,154955.55555555556,40-49,313,1.0489451485849381,1.0
May Valley,2024-01-27 08:14:27.928568064,0,0,0,1,0,181450.0,20-29,522,1.1104573020987343,87.0
McClymonds,2024-01-27 08:14:27.928568064,0,0,0,1,0,84740.0,50-59,252,1.1439519206979223,1.0
McLane,2024-01-27 08:14:27.928568064,0,1,0,0,0,74576.92307692308,30-39,573,1.021929758247538,114.0
McLaughlin,2024-01-27 08:14:27.928568064,1,0,0,0,0,359740.0,30-39,414,1.061345034766256,254.0
McManus,2024-01-27 08:14:27.928568064,1,0,0,0,0,224733.33333333334,40-49,402,1.0457050312912994,269.0
Mcclellan Meadows,2024-01-27 08:14:27.928568064,0,1,0,0,0,85000.0,30-39,205,0.8517435294233691,600.0
Meadow Brook,2024-01-27 08:14:27.928568064,0,0,0,1,0,117571.42857142857,40-49,399,1.0452797127172333,1.0
Meadow Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,172100.0,10-19,540,0.924074074074074,530.0
Meadows,2024-01-27 08:14:27.928568064,1,0,0,0,0,193900.0,10-19,777,1.0289976596706483,785.0
Melrose,2024-01-27 08:14:27.928568064,0,0,0,1,0,92025.0,40-49,229,1.1332642293939097,1.0
Memorial Hospital Neighborhood,2024-01-27 08:14:27.928568064,1,0,0,0,0,167033.33333333334,40-49,223,1.0758887073233312,867.0
Merced Heights,2024-01-27 08:14:27.928568064,0,0,0,0,1,298940.0,40-49,265,1.0849056091016391,713.0
Merriewood,2024-01-27 08:14:27.928568064,0,0,0,1,0,328500.0,30-39,797,1.0140045068803178,1.0
Merrihill,2024-01-27 08:14:27.928568064,0,1,0,0,0,153500.0,20-29,200,1.0047397535831029,596.0
Merrihill North,2024-01-27 08:14:27.928568064,0,1,0,0,0,112233.33333333333,20-29,656,1.0479416870399347,596.0
Mesa Del Mar,2024-01-27 08:14:27.928568064,1,0,0,0,0,271000.0,20-29,242,1.0281572306341893,512.0
Mesa Verde,2024-01-27 08:14:27.928568064,1,0,0,0,0,322422.22222222225,20-29,554,1.0323962038056083,512.0
Mescal Corridor NW,2024-01-27 08:14:27.928568064,1,0,0,0,0,185000.0,30-39,535,0.9383177570093458,470.0
Mid Central,2024-01-27 08:14:27.928568064,1,0,0,0,0,185014.2857142857,20-29,370,1.0826277928909007,261.0
Mid City,2024-01-27 08:14:27.928568064,1,0,0,0,0,224736.54807692306,40-49,497,1.026707435279163,254.0
Mid-City,2024-01-27 08:14:27.928568064,0,0,0,0,1,166058.13953488372,20-29,553,1.0634853776222692,603.3255813953489
Midtown,2024-01-27 08:14:27.928568064,0,1,0,0,0,214100.0,40-49,553,1.0749393194419852,639.8
Midway,2024-01-27 08:14:27.928568064,1,0,0,0,0,149910.0,10-19,785,1.0499197126601023,699.0
Midway District,2024-01-27 08:14:27.928568064,0,0,0,0,1,281050.0,20-29,591,1.0458508403361346,671.0
Mills College,2024-01-27 08:14:27.928568064,0,0,0,1,0,174133.33333333334,40-49,246,0.9581527886891986,1.0
Mills Estates,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,20-29,480,0.0,752.0
Mills Park Terrace,2024-01-27 08:14:27.928568064,0,1,0,0,0,89600.0,20-29,613,1.1712887438825448,608.0
Millsmont,2024-01-27 08:14:27.928568064,0,0,0,1,0,147300.0,40-49,190,1.0031781878970634,1.0
Miner,2024-01-27 08:14:27.928568064,1,0,0,0,0,227033.33333333334,20-29,592,0.9935970373375507,785.0
Mira Costa,2024-01-27 08:14:27.928568064,0,0,0,0,1,186400.0,10-19,1924,1.1116747245779504,692.0
Mira Loma,2024-01-27 08:14:27.928568064,0,1,0,0,0,160450.0,20-29,610,1.049136478612651,512.1666666666666
Mira Mesa,2024-01-27 08:14:27.928568064,1,0,0,0,0,171843.33333333334,10-19,454,0.9840508494666496,671.0
Miraloma,2024-01-27 08:14:27.928568064,0,0,0,1,0,343800.0,40-49,763,1.0069302245986405,713.0
Miramar,2024-01-27 08:14:27.928568064,1,0,0,0,0,139933.33333333334,10-19,1006,1.0716284028618224,671.0
Miramar Ranch North,2024-01-27 08:14:27.928568064,1,0,0,0,0,308300.0,0-9,2407,1.0344827586206897,671.0
Mission - Garin,2024-01-27 08:14:27.928568064,0,0,0,1,0,206228.57142857142,20-29,346,1.0663097971343738,9.0
Mission Bay,2024-01-27 08:14:27.928568064,0,0,0,0,1,293300.0,20-29,371,1.1753411519036518,671.0
Mission Beach,2024-01-27 08:14:27.928568064,0,0,0,0,1,400133.3333333333,30-39,514,1.1082499104111685,671.0
Mission District,2024-01-27 08:14:27.928568064,0,0,0,1,0,274005.55555555556,50-59,511,1.0700961993347269,713.0
Mission Fields,2024-01-27 08:14:27.928568064,0,0,0,0,1,468000.0,30-39,740,1.1986486486486487,467.0
Mission Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,231314.2857142857,30-39,316,1.0156948347879198,313.57142857142856
Mission San Jose,2024-01-27 08:14:27.928568064,1,0,0,0,0,347300.0,10-19,2330,1.0287919087183643,12.0
Mission Terrace,2024-01-27 08:14:27.928568064,0,1,0,0,0,170100.0,20-29,575,1.0626086956521739,596.0
Mission Valley,2024-01-27 08:14:27.928568064,0,0,0,0,1,257769.3076923077,20-29,467,1.022478034642289,518.9230769230769
Mission/Foothills,2024-01-27 08:14:27.928568064,0,0,0,1,0,170250.0,20-29,814,1.0800517939881042,9.0
Mistletoe,2024-01-27 08:14:27.928568064,0,1,0,0,0,101700.0,0-9,932,1.0643776824034334,815.0
Mobile Town,2024-01-27 08:14:27.928568064,0,1,0,0,0,56766.666666666664,30-39,534,1.1032584436839754,196.0
Monta Loma,2024-01-27 08:14:27.928568064,0,0,0,1,0,343300.0,30-39,1211,1.0520231213872833,789.0
Montclair,2024-01-27 08:14:27.928568064,0,0,0,1,0,356850.0,30-39,495,1.0169005689326172,1.0
Monterey Ter,2024-01-27 08:14:27.928568064,0,0,0,1,0,412500.0,30-39,493,1.024892951251647,80.0
Montrose,2024-01-27 08:14:27.928568064,1,0,0,0,0,252240.0,30-39,407,1.0576038135062986,276.0
Montrose Verdugo City,2024-01-27 08:14:27.928568064,1,0,0,0,0,245600.0,30-39,829,1.06875753920386,260.0
Monument Corridor,2024-01-27 08:14:27.928568064,0,0,0,1,0,154646.15384615384,20-29,561,1.0522612832597837,67.0
Moraga Blvd,2024-01-27 08:14:27.928568064,0,0,0,1,0,310300.0,20-29,601,1.086522462562396,72.0
Morena,2024-01-27 08:14:27.928568064,0,0,0,0,1,167966.66666666666,20-29,467,1.0737220185728973,671.0
Morning Star,2024-01-27 08:14:27.928568064,0,1,0,0,0,113000.0,10-19,763,1.0144167758846658,196.0
Morning Sunwood,2024-01-27 08:14:27.928568064,1,0,0,0,0,272566.6666666667,10-19,360,0.9768510367704728,492.0
Morrill,2024-01-27 08:14:27.928568064,1,0,0,0,0,262400.0,20-29,635,1.0214067865257555,785.0
Morro Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,162300.0,10-19,843,1.0880440362785921,692.0
Morse Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,168200.0,20-29,429,1.3650686170727235,790.0
Morse Terrace,2024-01-27 08:14:27.928568064,0,1,0,0,0,110850.0,30-39,360,0.9640077985928626,595.0
Mount Carmel,2024-01-27 08:14:27.928568064,0,0,0,0,1,402525.25,30-39,584,1.0168757496845484,758.0
Mount Eden,2024-01-27 08:14:27.928568064,0,0,0,1,0,216150.0,20-29,452,1.0622799254813668,9.0
